claim_id,claim_date,sale_id,repair_status
CL-26330,2024-05-03,CU-86253,Completed
CL-2521,2024-06-10,SX-48374,In Progress
CL-90883,2024-09-25,KC-277918,Completed
CL-10814,2024-02-20,BK-6341,Pending
CL-61151,2024-02-16,VZ-826869,Rejected
CL-455,2024-06-25,PP-4894,Pending
CL-38167,2024-06-19,JF-57731,Pending
CL-41580,2024-02-26,CN-2637,Completed
CL-3027,2024-01-16,AJ-209240,Completed
CL-69400,2024-01-11,VN-71831,Pending
CL-73385,2024-05-30,WU-148073,In Progress
CL-6683,2024-10-24,XU-052207,In Progress
CL-57581,2024-03-15,HH-85872,Pending
CL-79729,2024-07-03,BY-79440,Completed
CL-3374,2024-01-21,WF-90803,Completed
CL-54738,2024-07-30,NZ-546575,In Progress
CL-53899,2024-06-27,CA-026151,Completed
CL-3910,2024-04-01,FR-824882,Rejected
CL-5957,2024-02-14,DN-8841,Rejected
CL-3544,2024-07-16,ZV-8155,Completed
CL-37865,2024-06-28,EX-432058,Pending
CL-72711,2024-05-07,KG-6186,Completed
CL-4207,2024-05-29,QI-39063,Pending
CL-30823,2024-01-17,CY-6591,Completed
CL-1576,2024-10-01,UK-0891,Completed
CL-51749,2024-04-26,TZ-671337,In Progress
CL-7726,2024-05-16,EC-063301,Completed
CL-90240,2024-07-30,FZ-33574,Pending
CL-12825,2024-10-16,QS-6144,Rejected
CL-37911,2024-07-02,FH-9937,Rejected
CL-69478,2024-11-08,GS-8668,Completed
CL-40342,2024-07-18,VZ-007965,Rejected
CL-1232,2024-08-28,HG-5346,Rejected
CL-95603,2024-09-17,AK-76865,In Progress
CL-71448,2024-07-27,OE-154987,Rejected
CL-94113,2024-03-28,VD-81483,In Progress
CL-57490,2024-10-05,HS-737291,Pending
CL-66591,2024-10-12,ZB-10720,Completed
CL-21579,2024-02-20,MU-2004,In Progress
CL-76169,2024-11-08,LY-5983,Completed
CL-95222,2024-01-01,XI-2878,In Progress
CL-5964,2024-10-10,HE-78878,In Progress
CL-964,2024-01-30,KD-280279,In Progress
CL-874,2024-05-01,HE-78852,Rejected
CL-68134,2024-01-12,YR-0631,In Progress
CL-9148,2024-10-11,EU-87233,Completed
CL-45298,2024-01-07,DF-088654,Pending
CL-56428,2024-09-24,ZT-720057,Completed
CL-2971,2024-04-30,XY-011349,Pending
CL-7050,2024-11-02,GT-84918,Completed
CL-12728,2024-04-01,PW-605741,In Progress
CL-782,2024-01-13,FW-074808,Rejected
CL-4328,2024-03-14,PO-9207,Rejected
CL-53087,2024-02-05,EZ-477274,Rejected
CL-33989,2024-01-13,GR-675422,Pending
CL-7625,2024-10-27,SB-2008,Rejected
CL-38302,2024-07-01,CS-51588,Rejected
CL-4404,2024-04-20,IP-511152,Completed
CL-7905,2024-01-21,UH-600417,In Progress
CL-35834,2024-08-05,JX-5466,Completed
CL-50359,2024-10-16,HA-683891,Pending
CL-7815,2024-06-08,IT-404749,Completed
CL-4775,2024-04-01,UX-5474,Pending
CL-82052,2024-10-27,FN-8757,Pending
CL-33028,2024-06-16,NU-9606,In Progress
CL-27752,2024-04-21,IH-85697,Rejected
CL-77812,2024-07-14,EZ-0379,Completed
CL-4159,2024-04-14,NQ-40785,Rejected
CL-85990,2024-05-01,UC-1441,In Progress
CL-56195,2024-05-04,CE-630708,Rejected
CL-33967,2024-09-22,HN-0478,Rejected
CL-13414,2024-01-07,GI-442355,Rejected
CL-57530,2024-05-11,BH-7223,In Progress
CL-6658,2024-02-06,ER-2134,In Progress
CL-5111,2024-04-09,VG-1656,Rejected
CL-13311,2024-08-17,KE-456261,Pending
CL-69917,2024-08-21,DR-2151,Pending
CL-68573,2024-03-19,FU-5437,Completed
CL-3488,2024-03-18,XA-2560,Completed
CL-4157,2024-04-08,FJ-1984,Pending
CL-8801,2024-10-23,LT-435412,Rejected
CL-86081,2024-02-22,VX-1502,Pending
CL-9717,2024-04-01,ZT-26392,Pending
CL-22123,2024-01-07,IK-7710,Rejected
CL-1498,2024-10-04,TI-515743,In Progress
CL-73546,2024-03-25,QT-623300,Completed
CL-3137,2024-06-26,WD-24395,Pending
CL-22542,2024-05-08,TR-9492,Pending
CL-80059,2024-05-16,AB-83359,In Progress
CL-86686,2024-02-18,YP-265728,Pending
CL-10118,2024-05-24,UD-11133,Completed
CL-16880,2024-05-21,IW-002243,Completed
CL-55179,2024-05-09,PT-87320,Rejected
CL-15169,2024-08-15,QU-774301,Completed
CL-32057,2024-09-08,IA-968845,In Progress
CL-6157,2024-09-25,RJ-7447,Pending
CL-3652,2024-09-22,AG-53967,Rejected
CL-52371,2024-02-11,CJ-127950,In Progress
CL-192,2024-06-01,AB-1903,Pending
CL-5640,2024-06-11,VG-0527,Completed
CL-93680,2024-08-10,HP-646189,In Progress
CL-19141,2024-10-08,CD-7236,Pending
CL-48108,2024-03-09,TD-2041,Completed
CL-57625,2024-08-27,DZ-2837,Rejected
CL-39817,2024-05-27,RQ-26515,In Progress
CL-84942,2024-06-16,HV-0041,Rejected
CL-63673,2024-06-28,SZ-64860,Completed
CL-45767,2024-08-23,KV-6292,Completed
CL-67204,2024-07-01,WD-995512,In Progress
CL-50218,2024-07-21,JP-3542,In Progress
CL-5076,2024-09-05,WV-8673,Pending
CL-932,2024-01-03,BK-3477,In Progress
CL-3495,2024-06-29,DE-73649,Rejected
CL-71282,2024-10-11,VT-354011,In Progress
CL-28354,2024-05-09,YM-739637,In Progress
CL-77078,2024-08-14,NP-340905,Rejected
CL-37120,2024-02-27,XB-2677,Completed
CL-58566,2024-04-11,WZ-07924,Completed
CL-42697,2024-09-21,YS-25516,Completed
CL-39117,2024-04-20,EJ-867165,Completed
CL-14436,2024-06-21,MS-21817,In Progress
CL-62383,2024-08-25,SC-179663,In Progress
CL-56295,2024-09-18,TW-96241,Pending
CL-1892,2024-08-09,SY-4413,Pending
CL-95381,2024-02-01,HT-98512,Pending
CL-88661,2024-10-27,ET-4869,Completed
CL-4124,2024-07-20,VR-53773,Rejected
CL-26776,2024-04-24,NW-1777,Rejected
CL-2045,2024-03-17,TP-449414,In Progress
CL-1590,2024-01-15,QX-1124,Rejected
CL-47044,2024-10-16,JR-54830,In Progress
CL-8114,2024-05-03,PG-9008,Rejected
CL-2582,2024-05-06,AK-2572,Rejected
CL-13988,2024-02-17,VK-88478,Pending
CL-59334,2024-06-25,UO-96651,Completed
CL-78515,2024-08-03,AW-62032,Rejected
CL-44037,2024-10-28,DC-96918,Completed
CL-65734,2024-07-23,KK-42846,Completed
CL-98656,2024-09-29,OE-77997,Rejected
CL-57834,2024-05-22,RY-23571,Completed
CL-64859,2024-02-01,UI-287808,Rejected
CL-33462,2024-03-13,RB-28067,Pending
CL-17147,2024-09-15,AN-449424,Rejected
CL-34582,2024-10-29,EW-956314,Completed
CL-12066,2024-05-28,TW-54119,Pending
CL-21106,2024-01-25,NA-785432,Completed
CL-75894,2024-03-16,PA-5413,Completed
CL-8949,2024-01-28,QB-1370,Pending
CL-59952,2024-07-30,HN-69382,Rejected
CL-44754,2024-06-06,UA-1043,Completed
CL-85366,2024-08-17,GV-8173,In Progress
CL-56182,2024-05-14,QF-624328,Completed
CL-3222,2024-08-14,CG-569840,Pending
CL-31028,2024-04-21,QN-88319,In Progress
CL-44894,2024-01-05,GM-4756,Rejected
CL-86089,2024-10-01,LU-00663,In Progress
CL-87629,2024-03-08,MZ-15892,Rejected
CL-61094,2024-08-13,FU-6245,In Progress
CL-84867,2024-03-03,YE-51941,In Progress
CL-26476,2024-09-07,CS-811141,In Progress
CL-3143,2024-09-28,FR-920216,Rejected
CL-99195,2024-03-07,JI-691416,Pending
CL-20355,2024-02-21,UM-532169,In Progress
CL-30730,2024-11-03,IA-62812,Pending
CL-5204,2024-04-29,HL-56320,Rejected
CL-4104,2024-09-28,EH-20286,Completed
CL-27279,2024-03-13,SI-520661,Rejected
CL-5223,2024-08-05,JR-764273,Completed
CL-6080,2024-04-26,UL-0562,Rejected
CL-34936,2024-09-03,OX-10145,Rejected
CL-89457,2024-09-16,UA-769089,In Progress
CL-32072,2024-09-06,IB-56919,Rejected
CL-3308,2024-04-09,XY-80228,Rejected
CL-34097,2024-10-15,BF-8791,Completed
CL-61822,2024-07-16,ZX-6258,In Progress
CL-833,2024-10-17,VM-4984,Completed
CL-6194,2024-02-20,TT-15123,In Progress
CL-10441,2024-06-06,UL-705280,Pending
CL-168,2024-06-04,ZG-192472,Rejected
CL-16498,2024-04-09,NG-265519,Rejected
CL-7629,2024-05-11,YY-16041,Completed
CL-2442,2024-08-18,QJ-6456,Completed
CL-81865,2024-09-11,EZ-33930,In Progress
CL-1174,2024-09-16,UR-7862,Completed
CL-6441,2024-09-20,EJ-666688,Pending
CL-5282,2024-07-18,AG-076999,Pending
CL-1099,2024-04-30,KO-563646,Rejected
CL-26316,2024-08-13,CB-9222,Pending
CL-35806,2024-05-07,TP-09907,Pending
CL-28298,2024-08-08,UA-5679,In Progress
CL-98906,2024-03-05,GC-253599,In Progress
CL-95771,2024-02-01,HA-989734,Pending
CL-30680,2024-04-27,LM-9699,Rejected
CL-60302,2024-06-22,VD-11737,Pending
CL-52916,2024-06-06,ZH-95432,In Progress
CL-23099,2024-01-10,BO-647873,In Progress
CL-44713,2024-01-15,GC-64850,In Progress
CL-10025,2024-03-13,IV-8370,Completed
CL-12364,2024-01-10,FO-548936,Pending
CL-235,2024-02-29,ZZ-8917,Completed
CL-23035,2024-09-11,NM-908719,Pending
CL-51909,2024-05-12,QZ-024918,Completed
CL-25649,2024-10-24,KX-123592,Rejected
CL-63317,2024-06-10,WN-858581,In Progress
CL-6134,2024-01-20,OW-059194,Pending
CL-75352,2024-10-08,ZN-6417,Completed
CL-31696,2024-11-07,IT-691004,Rejected
CL-4321,2024-02-18,NJ-5550,Rejected
CL-11421,2024-02-01,AU-9318,Rejected
CL-81405,2024-07-17,SN-9509,In Progress
CL-8922,2024-02-26,NK-510264,Rejected
CL-1469,2024-09-24,FK-265265,Completed
CL-8045,2024-02-04,IP-593616,In Progress
CL-13719,2024-02-06,XQ-225512,Completed
CL-17295,2024-04-24,MY-8343,Completed
CL-89693,2024-01-04,TQ-57971,Completed
CL-47670,2024-05-19,MD-08889,Rejected
CL-9505,2024-05-15,SZ-3716,Pending
CL-8265,2024-10-30,GN-9848,Pending
CL-32518,2024-11-02,SE-75692,Completed
CL-63872,2024-06-07,SC-573667,Pending
CL-18214,2024-05-21,VB-6064,Pending
CL-4166,2024-01-14,TE-6206,Completed
CL-18946,2024-09-13,AN-503866,Pending
CL-50806,2024-10-25,JY-485888,Completed
CL-21870,2024-08-31,RS-214939,In Progress
CL-19612,2024-08-13,RP-54687,Completed
CL-1568,2024-06-24,IE-6411,Pending
CL-48047,2024-04-05,SW-35284,Rejected
CL-82037,2024-05-16,GI-08199,In Progress
CL-72908,2024-06-01,KX-3904,In Progress
CL-6048,2024-07-26,MG-64264,In Progress
CL-41094,2024-04-02,MY-47248,Completed
CL-33579,2024-08-20,QA-4490,In Progress
CL-59021,2024-02-16,YN-199022,Rejected
CL-26691,2024-01-18,UJ-1775,Completed
CL-34962,2024-08-22,UZ-9918,In Progress
CL-69133,2024-07-29,FY-247571,Rejected
CL-62465,2024-10-01,YJ-264316,Pending
CL-78144,2024-06-03,CV-905256,In Progress
CL-1239,2024-04-27,RY-5389,Rejected
CL-54925,2024-08-27,WV-471245,In Progress
CL-26196,2024-06-19,QL-987986,Rejected
CL-76438,2024-05-25,AJ-1981,Pending
CL-25684,2024-06-08,RQ-484158,In Progress
CL-63133,2024-01-20,YR-963670,In Progress
CL-54720,2024-04-05,VL-7135,Completed
CL-12396,2024-06-26,NT-5879,Pending
CL-36963,2024-10-20,JQ-64350,In Progress
CL-84261,2024-03-22,JP-0727,Rejected
CL-58089,2024-05-18,RV-5527,Pending
CL-45905,2024-07-28,XJ-292889,Rejected
CL-38438,2024-05-03,NC-8128,Rejected
CL-5079,2024-07-17,HC-822160,Completed
CL-6960,2024-05-23,LW-43740,Completed
CL-7100,2024-06-10,MY-449969,Pending
CL-83072,2024-10-30,FB-4775,Pending
CL-60491,2024-07-05,EB-340755,Pending
CL-22521,2024-03-16,DX-822262,Pending
CL-62460,2024-03-17,XP-8672,In Progress
CL-8106,2024-10-09,ZV-757541,In Progress
CL-12571,2024-10-03,HM-13517,In Progress
CL-83598,2024-06-24,TI-8555,Completed
CL-22952,2024-03-22,ZV-80407,Rejected
CL-1736,2024-02-25,VZ-3718,Rejected
CL-5230,2024-01-14,SW-2808,Pending
CL-67695,2024-02-03,LC-0750,Rejected
CL-46238,2024-09-29,AV-8060,In Progress
CL-33242,2024-03-12,HK-17175,Rejected
CL-23165,2024-09-23,ZH-262979,Rejected
CL-13360,2024-04-11,VN-908620,In Progress
CL-23423,2024-08-01,QX-65160,Completed
CL-32742,2024-02-19,YW-8626,Rejected
CL-76782,2024-07-04,VM-699518,Pending
CL-44482,2024-10-02,YH-5610,Pending
CL-73505,2024-09-05,FU-62088,In Progress
CL-96957,2024-01-22,RY-0273,Pending
CL-40568,2024-01-30,DT-355802,Rejected
CL-37841,2024-03-07,BF-956065,Completed
CL-1348,2024-03-16,IU-82113,Completed
CL-73077,2024-06-21,KH-76634,In Progress
CL-1211,2024-09-01,ZJ-7894,Rejected
CL-60675,2024-02-03,XV-719603,In Progress
CL-43379,2024-08-20,UC-131739,Rejected
CL-37091,2024-07-23,VU-41107,Pending
CL-19937,2024-10-28,GY-254036,Rejected
CL-6767,2024-09-07,KY-5601,In Progress
CL-46821,2024-08-05,PW-52907,Rejected
CL-36852,2024-10-03,IS-78397,Rejected
CL-24896,2024-07-03,JB-725114,Pending
CL-23019,2024-01-20,XJ-7443,Completed
CL-8564,2024-06-19,WA-4658,Completed
CL-89395,2024-03-03,LH-151890,Completed
CL-88913,2024-06-09,GM-444588,Pending
CL-9073,2024-08-07,RS-990046,Pending
CL-4383,2024-07-08,CH-9743,In Progress
CL-72947,2024-08-15,GU-82034,Rejected
CL-20754,2024-08-02,UN-263857,Rejected
CL-86637,2024-11-07,NE-9020,Pending
CL-16428,2024-06-30,QJ-88200,Completed
CL-2280,2024-08-07,TN-26718,Rejected
CL-6925,2024-05-23,LJ-0752,Rejected
CL-32428,2024-04-08,RE-24405,In Progress
CL-5532,2024-08-22,HG-8009,Pending
CL-58115,2024-08-09,YI-422623,Pending
CL-80841,2024-07-30,HC-05547,Pending
CL-3200,2024-08-17,PA-6790,Rejected
CL-94460,2024-11-04,NV-4778,Rejected
CL-75414,2024-03-15,PA-621141,In Progress
CL-26857,2024-02-07,XP-87348,Rejected
CL-34789,2024-03-17,NO-566343,Completed
CL-52333,2024-03-02,LA-0118,Rejected
CL-85293,2024-03-22,CR-181091,In Progress
CL-60594,2024-07-12,LE-4954,Pending
CL-39463,2024-03-04,CR-510793,In Progress
CL-96249,2024-06-20,KV-6258,Rejected
CL-84631,2024-06-09,EB-243291,Completed
CL-5836,2024-10-06,FN-95613,Completed
CL-3543,2024-10-08,TI-897386,Rejected
CL-56406,2024-03-06,TI-930945,Rejected
CL-68865,2024-02-22,QU-247372,Completed
CL-58499,2024-02-10,PD-756611,Completed
CL-7937,2024-10-26,GL-123284,Rejected
CL-67644,2024-11-11,MR-78040,Rejected
CL-74723,2024-10-03,YV-038880,Rejected
CL-6405,2024-09-18,GX-715649,Pending
CL-74574,2024-01-09,DF-87004,In Progress
CL-7158,2024-02-02,IW-9964,Rejected
CL-86949,2024-08-26,ZT-15779,Pending
CL-48360,2024-04-01,OY-062350,Rejected
CL-7103,2024-06-22,GS-4491,Pending
CL-94299,2024-10-21,ID-7060,Pending
CL-23279,2024-03-02,PX-203144,Rejected
CL-3693,2024-10-07,GF-19878,Rejected
CL-25921,2024-10-24,AR-8022,Pending
CL-42520,2024-02-22,ZV-297655,Rejected
CL-14725,2024-02-04,IT-611222,In Progress
CL-28531,2024-01-20,MN-619612,Pending
CL-2368,2024-08-29,OM-45802,In Progress
CL-99998,2024-01-15,LL-46902,Completed
CL-3969,2024-10-05,RI-35199,In Progress
CL-74691,2024-01-06,XD-067651,In Progress
CL-17127,2024-10-05,SA-0561,In Progress
CL-62222,2024-08-15,LU-24180,In Progress
CL-38397,2024-06-07,UM-34610,Rejected
CL-9085,2024-07-31,ZJ-776760,Pending
CL-66832,2024-10-29,JD-4289,Completed
CL-34417,2024-08-13,LE-154031,Completed
CL-95361,2024-05-31,PK-56838,In Progress
CL-68490,2024-10-17,OF-8791,Rejected
CL-41062,2024-06-24,MM-01936,In Progress
CL-55960,2024-05-12,WI-5344,In Progress
CL-19999,2024-08-29,FB-6519,Pending
CL-2151,2024-05-19,VT-5278,Pending
CL-1746,2024-04-23,MG-2526,In Progress
CL-97692,2024-04-09,MO-33546,Rejected
CL-57281,2024-06-26,NC-39088,Pending
CL-93830,2024-06-25,JW-5201,Rejected
CL-91077,2024-09-08,UX-121570,Pending
CL-42269,2024-04-09,SL-182286,Completed
CL-29459,2024-02-18,TP-5476,In Progress
CL-21044,2024-06-30,HD-083793,In Progress
CL-2810,2024-05-07,VF-921445,Rejected
CL-2726,2024-02-12,FR-108014,Completed
CL-7135,2024-10-02,JS-965389,Completed
CL-33327,2024-06-23,XB-64527,Completed
CL-27138,2024-04-21,NW-2024,Completed
CL-17845,2024-10-26,FS-721906,Completed
CL-3692,2024-08-25,AT-03528,Completed
CL-4057,2024-11-04,SU-16994,In Progress
CL-17290,2024-05-28,DP-196706,In Progress
CL-48633,2024-07-04,NQ-31442,Completed
CL-95029,2024-06-05,KO-987687,Rejected
CL-84006,2024-01-01,LG-1340,Completed
CL-8065,2024-09-15,LS-62250,Pending
CL-59645,2024-01-18,LV-732176,Rejected
CL-11935,2024-04-16,OE-477655,In Progress
CL-13293,2024-04-15,OY-8532,In Progress
CL-71978,2024-01-15,DN-79618,Completed
CL-5571,2024-11-08,ED-88120,In Progress
CL-25679,2024-08-19,RM-941815,In Progress
CL-79632,2024-04-12,OO-25762,Rejected
CL-76646,2024-07-02,JL-4945,In Progress
CL-3776,2024-05-21,FB-93467,Completed
CL-65809,2024-09-13,FU-51144,Pending
CL-46770,2024-07-08,ZA-806298,Completed
CL-2171,2024-07-25,CV-06033,Completed
CL-95795,2024-10-05,CA-064785,Rejected
CL-35082,2024-01-22,LX-56994,In Progress
CL-56136,2024-05-17,JP-46534,In Progress
CL-60000,2024-08-21,BG-8168,Rejected
CL-613,2024-06-24,JM-137508,Pending
CL-30737,2024-02-16,ZJ-755785,Rejected
CL-33446,2024-02-01,QO-393376,Rejected
CL-12500,2024-02-18,JA-7202,In Progress
CL-3270,2024-04-07,MR-45698,Rejected
CL-193,2024-02-27,RH-27322,Pending
CL-3300,2024-08-13,ER-7076,In Progress
CL-32229,2024-10-19,AJ-6877,Completed
CL-18643,2024-08-23,KT-0004,In Progress
CL-54750,2024-08-05,UZ-012526,In Progress
CL-50285,2024-07-16,GV-70830,Rejected
CL-23134,2024-06-02,PZ-36475,Completed
CL-69290,2024-03-02,XR-98071,In Progress
CL-4941,2024-02-13,YG-5190,Rejected
CL-2583,2024-10-08,OU-624061,Completed
CL-495,2024-09-29,LC-840664,Completed
CL-18382,2024-08-28,AT-74925,In Progress
CL-59188,2024-07-30,PH-9112,In Progress
CL-8152,2024-06-28,SD-0524,Pending
CL-91181,2024-05-27,XZ-4620,Pending
CL-5117,2024-06-17,CF-3111,Rejected
CL-80178,2024-07-13,XX-717812,Completed
CL-17314,2024-04-08,NM-99150,Pending
CL-35195,2024-03-03,LG-27736,Pending
CL-83734,2024-07-09,KZ-84651,In Progress
CL-9080,2024-02-09,GH-31971,In Progress
CL-23604,2024-01-21,BM-1346,Rejected
CL-57687,2024-08-03,HI-6704,Pending
CL-12827,2024-07-14,SV-902588,In Progress
CL-72043,2024-06-01,FJ-08514,Completed
CL-66528,2024-04-19,QI-9103,Pending
CL-83993,2024-05-07,JI-603547,Rejected
CL-15125,2024-05-04,WN-87328,Pending
CL-39955,2024-08-11,IT-7353,Pending
CL-3416,2024-11-01,NB-5779,Pending
CL-51285,2024-10-28,UA-7505,In Progress
CL-10480,2024-09-01,QC-97659,Rejected
CL-48437,2024-03-17,XK-102547,Rejected
CL-4450,2024-10-23,ZA-32370,Completed
CL-91220,2024-05-25,ZU-57647,Pending
CL-81933,2024-10-10,RA-99468,In Progress
CL-27508,2024-07-26,ND-72953,In Progress
CL-80473,2024-03-23,WL-2870,Rejected
CL-76132,2024-04-20,KY-496041,In Progress
CL-2525,2024-02-15,FQ-923970,In Progress
CL-65043,2024-03-20,OQ-208910,Pending
CL-40665,2024-10-30,KH-918839,In Progress
CL-5933,2024-01-28,ZP-41550,In Progress
CL-88989,2024-01-06,NH-101294,Completed
CL-24796,2024-05-14,WI-77673,Pending
CL-62032,2024-01-07,AO-99018,Rejected
CL-3840,2024-10-23,TT-58904,Rejected
CL-3614,2024-08-02,FO-7149,Pending
CL-19074,2024-02-06,KQ-0821,In Progress
CL-35637,2024-10-15,KL-289000,Pending
CL-33703,2024-02-19,SD-810549,Completed
CL-88345,2024-09-29,SR-52973,In Progress
CL-8529,2024-05-03,FC-404210,Pending
CL-5323,2024-01-21,ED-869473,Rejected
CL-5432,2024-04-04,AW-5050,Pending
CL-97662,2024-02-24,AG-6896,Completed
CL-1957,2024-04-06,JS-293233,Pending
CL-2366,2024-03-08,FS-76363,Rejected
CL-64802,2024-03-16,SA-6094,Rejected
CL-7296,2024-01-17,NA-73710,Pending
CL-44341,2024-09-13,CC-3782,In Progress
CL-37591,2024-04-21,LU-1189,Rejected
CL-2982,2024-08-16,GD-7576,Rejected
CL-73883,2024-04-27,WD-863661,Completed
CL-95448,2024-07-26,QP-583699,In Progress
CL-13558,2024-08-17,YQ-39291,Rejected
CL-27646,2024-04-09,MU-61549,Pending
CL-94102,2024-08-04,KL-090194,Rejected
CL-11319,2024-02-15,JI-964925,In Progress
CL-98154,2024-05-24,GV-231760,Pending
CL-30556,2024-07-14,DS-281663,Rejected
CL-9227,2024-01-29,PS-28109,Pending
CL-1903,2024-05-10,QA-706342,In Progress
CL-14040,2024-06-26,SL-3254,Completed
CL-73668,2024-07-31,DA-7842,Completed
CL-54813,2024-06-17,MP-73082,Completed
CL-14515,2024-09-10,BN-31003,Rejected
CL-89979,2024-03-27,CU-700917,Pending
CL-33616,2024-07-14,VO-84795,Completed
CL-8962,2024-04-23,ZB-95933,Pending
CL-58238,2024-02-04,CM-488056,Rejected
CL-95831,2024-06-10,BH-540938,Rejected
CL-62417,2024-09-12,GY-914746,Rejected
CL-34325,2024-06-15,AE-9367,Completed
CL-76176,2024-04-12,JP-657891,Completed
CL-9412,2024-06-09,PE-850513,Completed
CL-67427,2024-03-02,OQ-03660,Pending
CL-24845,2024-07-28,SY-660960,Pending
CL-68714,2024-11-11,CM-44737,Completed
CL-52255,2024-03-25,UR-8972,Rejected
CL-36060,2024-10-23,IA-129407,In Progress
CL-5994,2024-05-03,UF-118152,Rejected
CL-54591,2024-04-28,UQ-8386,Pending
CL-62553,2024-01-12,WR-27420,Pending
CL-57442,2024-06-07,AO-0849,In Progress
CL-96492,2024-05-22,VZ-03205,Pending
CL-82599,2024-06-07,VL-773142,Completed
CL-45231,2024-05-14,OI-12160,In Progress
CL-34451,2024-02-11,VY-484942,In Progress
CL-67256,2024-10-05,CS-2777,Rejected
CL-35145,2024-08-05,GK-596869,Completed
CL-606,2024-10-18,LM-736013,Completed
CL-20649,2024-02-21,IY-67718,In Progress
CL-4687,2024-03-15,JO-6587,In Progress
CL-8210,2024-05-02,RC-225173,In Progress
CL-85130,2024-07-15,EO-34810,Rejected
CL-3035,2024-08-06,UN-6053,Rejected
CL-29879,2024-08-15,BO-472984,In Progress
CL-52406,2024-02-14,LH-43495,In Progress
CL-69013,2024-09-18,PV-643007,Completed
CL-11344,2024-08-12,AS-234358,Rejected
CL-32033,2024-03-04,VV-254688,Pending
CL-10522,2024-05-21,PR-7758,Rejected
CL-3362,2024-01-31,RT-944084,In Progress
CL-5304,2024-09-19,LE-735227,Completed
CL-20615,2024-01-21,YZ-93010,In Progress
CL-96946,2024-04-16,WB-38841,Completed
CL-58638,2024-05-18,EG-804559,Completed
CL-32872,2024-01-07,BQ-352073,Pending
CL-5733,2024-11-12,UC-2269,Rejected
CL-97211,2024-05-31,JX-77026,In Progress
CL-81974,2024-03-28,FL-067143,Pending
CL-47516,2024-01-26,ZA-978584,In Progress
CL-4010,2024-06-07,PC-2510,Completed
CL-6515,2024-02-20,YK-88766,Pending
CL-1288,2024-05-30,IB-841850,Pending
CL-42453,2024-06-18,ME-36815,Completed
CL-88041,2024-05-27,WH-591128,Completed
CL-36790,2024-02-05,ZU-179687,Rejected
CL-11957,2024-09-21,KO-1276,Rejected
CL-15942,2024-09-23,XM-32847,Pending
CL-1571,2024-05-30,VM-9952,Rejected
CL-2768,2024-06-12,HX-6216,In Progress
CL-51380,2024-08-10,OS-3634,Pending
CL-89614,2024-06-26,KG-69904,Pending
CL-85007,2024-02-13,OM-620625,Completed
CL-6544,2024-10-18,ML-01715,In Progress
CL-2307,2024-07-18,PP-44522,Pending
CL-35368,2024-03-28,HT-302631,In Progress
CL-70538,2024-09-04,MA-597318,In Progress
CL-795,2024-09-09,GZ-2437,Pending
CL-55552,2024-02-15,IX-5517,Rejected
CL-51585,2024-03-05,JV-12020,In Progress
CL-5221,2024-09-08,ZQ-470804,Completed
CL-94981,2024-06-07,BP-896215,Pending
CL-96304,2024-05-15,SO-374078,Rejected
CL-22728,2024-01-01,QI-626757,In Progress
CL-21866,2024-03-29,AZ-629844,Pending
CL-96776,2024-10-25,EY-9260,Pending
CL-13805,2024-04-20,II-328310,In Progress
CL-6677,2024-06-02,QM-388016,In Progress
CL-68480,2024-01-18,JW-269923,Pending
CL-22549,2024-02-12,ID-80581,Pending
CL-41483,2024-04-05,CP-690564,Rejected
CL-90250,2024-10-30,LN-398417,Completed
CL-67223,2024-11-01,SR-14424,In Progress
CL-47160,2024-08-20,ZJ-6318,Completed
CL-5414,2024-04-19,PV-5047,In Progress
CL-37815,2024-02-24,PN-80970,Completed
CL-57385,2024-08-15,IW-696759,In Progress
CL-50448,2024-04-18,SG-78381,Pending
CL-26698,2024-10-30,TV-8367,Completed
CL-15788,2024-09-20,WF-831072,Rejected
CL-8342,2024-01-12,VJ-8939,Pending
CL-40050,2024-02-09,NA-8411,Completed
CL-18679,2024-07-27,LZ-89283,Completed
CL-61664,2024-05-20,IW-91250,Pending
CL-11625,2024-07-15,PH-00203,Rejected
CL-40851,2024-09-26,XB-2218,Rejected
CL-9897,2024-07-10,KQ-3631,In Progress
CL-9554,2024-01-22,CP-646160,Completed
CL-55671,2024-07-09,KS-864643,Completed
CL-23687,2024-11-12,AQ-30104,Pending
CL-1525,2024-11-11,IX-5542,Completed
CL-64348,2024-10-30,MP-8952,Pending
CL-1462,2024-01-12,TE-6899,Pending
CL-88629,2024-05-06,XW-543242,Completed
CL-4185,2024-04-13,RZ-4571,Pending
CL-3368,2024-10-04,ZF-495865,Completed
CL-43208,2024-04-09,XU-112193,Rejected
CL-41499,2024-05-07,YJ-7897,Pending
CL-27925,2024-07-25,CJ-4837,Completed
CL-24721,2024-04-28,CJ-8254,Pending
